name,type,object,version,zh_CN,ja_JP,en_US
sktok_cdcvrta,sktok,cdcvrta,-,溢能回收,オーバーフロー・リカバリー,Energy Overflow Recovery
sktok_cddiff,sktok,cddiff,-,战术装备整理,戦術装備整理,Sort Tactical Equipment
sktok_cddiffa,sktok,cddiffa,-,战术装备整理,戦術装備整理,Sort Tactical Equipment
sktok_cddiffb,sktok,cddiffb,-,战术装备整理,戦術装備整理,Sort Tactical Equipment
sktok_cdflsb,sktok,cdflsb,-,劣质闪光弹,粗悪なスタングレネード,Shoddy Flashbang
sktok_cdheal,sktok,cdheal,-,便携式医疗设备,携帯式医療設備,Portable First-aid Kit
sktok_cdheala,sktok,cdheala,-,便携式医疗设备,携帯式医療設備,Portable First-aid Kit
sktok_cdhealb,sktok,cdhealb,-,便携式医疗设备,携帯式医療設備,Portable First-aid Kit
sktok_cdhvrk,sktok,cdhvrk,-,超重，绝缘,超過重・絶縁,"Heavy, Insulated"
sktok_cdkzmr,sktok,cdkzmr,-,竞技记录分析,競技記録アナライズ,Competition Records Analysis
sktok_cdnest,sktok,cdnest,-,“黏黏的赠品”,「ねばねばしたおまけ」,'Sticky Prize'
sktok_cdrhine,sktok,cdrhine,-,共享发现,共同研究,Shared Discovery
sktok_cdrhinea,sktok,cdrhinea,-,共享发现,共同研究,Shared Discovery
sktok_cdrhineb,sktok,cdrhineb,-,共享发现,共同研究,Shared Discovery
sktok_cdrone,sktok,cdrone,-,战地援护,戦地支援,Field Support
sktok_cdshield,sktok,cdshield,-,镀膜,コーティング,Coating
sktok_cdshielda,sktok,cdshielda,-,重整导能,再稼働,Redeployment Conduction
sktok_cdshieldb,sktok,cdshieldb,-,镀膜,コーティング,Coating
sktok_cjbtow_1,sktok,cjbtow,1,灶火灭,-,-
sktok_cjgtow_1,sktok,cjgtow,1,灶火起,-,-
sktok_cnnon,sktok,cnnon,-,吃盐坨子吧！,-,-
sktok_cnvfwks,sktok,cnvfwks,-,“狂欢时刻！”,「狂宴の刻！」,'Carnevale Time!'
sktok_condtr,sktok,condtr,-,广域调谐,﻿広域調律,Area Tuning
sktok_cqbw_token,sktok,cqbw,token,受害者启动模式,バッドラックXD,Victim Seeker
sktok_crate,sktok,crate,-,阻挡路线,進路妨害,Obstruct
sktok_creep,sktok,creep,-,溟痕,溟痕,Nethersea Brand
sktok_crsbow,sktok,crsbow,-,清债程序,清算プログラム,Debt Relief Program
sktok_dancdol,sktok,dancdol,-,剧目宣告,カーテンコール,Repertoire Announcement
sktok_dhdcr,sktok,dhdcr,-,生成,生成,Generate
sktok_dhsb,sktok,dhsb,-,泵水,汲み上げ,Pump
sktok_dhtl_1,sktok,dhtl,1,阻流,水流制御,Throttle
sktok_dhtl_2,sktok,dhtl,2,阻流,水流制御,Throttle
sktok_dice,sktok,dice,-,掷骰,ダイスロール,Roll A Die
sktok_dice2,sktok,dice2,-,掷骰,ダイスロール,Roll A Die
sktok_dice3,sktok,dice3,-,掷骰,ダイスロール,Roll A Die
sktok_doroth_1,sktok,doroth,1,危险目标清除,脅威排除,Dangerous Entity Removal
sktok_doroth_2,sktok,doroth,2,流沙区域生成,流砂生成,Quicksand Generation
sktok_doroth_3,sktok,doroth,3,高速共振排障,高周波共振,High-speed Resonating Troubleshooter
sktok_dplant,sktok,dplant,-,抑制生长,成長抑制,Suppress Growth
sktok_dqballis,sktok,dqballis,-,发射弩箭,-,-
sktok_dqcrsbow,sktok,dqcrsbow,-,清债程序,-,-
sktok_dqelec,sktok,dqelec,-,通电！,-,-
sktok_dqore,sktok,dqore,-,脉冲波,-,-
sktok_dsbell,sktok,dsbell,-,应急治疗协议,応急治療プロトコル,Emergency Medical Agreement
sktok_dsshell,sktok,dsshell,-,赘生甲壳,増殖甲羅,Excrescent Carapace
sktok_dstnta,sktok,dstnta,-,摄食,摂食,Devour
sktok_dublst,sktok,dublst,-,爆破,爆破,Explode
sktok_duelcdt_1,sktok,duelcdt,1,狭路相逢,隘路の衝突,Face to Face
sktok_duelcdt_2,sktok,duelcdt,2,狭路相逢,隘路の衝突,Face to Face
sktok_duelwal,sktok,duelwal,-,狭路相逢,隘路の衝突,Face to Face
sktok_dupilr,sktok,dupilr,-,支柱坍塌,倒壊,Collapsing Pillar
sktok_duruin,sktok,duruin,-,阻挡路线,進路妨害,Obstruct
sktok_ebnhlz_token,sktok,ebnhlz,token,闪回,フラッシュバック,Flashback
sktok_edd,sktok,edd,-,布雷,トラップ設置,Lay Mines
sktok_ela_1,sktok,ela,1,眩目阻滞,視界遮断,Optical Interference
sktok_ela_2,sktok,ela,2,震荡坚守,ショックディフェンス,Shock Defense
sktok_ela_3,sktok,ela,3,“博萨克风暴”,「ボサックテンペスト」,'The Bosak Tempest'
sktok_electric,sktok,electric,-,通电！,通電！,Energized!
sktok_emp,sktok,emp,-,EMP爆炸,電磁パルス,EMP Blast
sktok_emperor,sktok,emperor,-,Punchline,Punchline,Punchline
sktok_enhancer,sktok,enhancer,-,释放秘药,覚醒の秘薬,Release Potion
sktok_eradio,sktok,eradio,-,喷气散热,蒸気放出,Jet Cooling
sktok_factory_1,sktok,factory,1,生产线,生産ライン,Production Line
sktok_factory_2,sktok,factory,2,生产线,生産ライン,Production Line
sktok_farm,sktok,farm,-,启动！,アクティベート！,Startup!
sktok_fcanon,sktok,fcanon,-,开炮！,撃ち方始め！,Fire!
sktok_flame,sktok,flame,-,能量结晶,エネルギー聚合体,Energy Crystallization
sktok_folivo_2,sktok,folivo,2,全景过载摄像,フルパノラマ撮影,Panoramic Overload
sktok_frosts,sktok,frosts,-,寒潮,氷結衝撃波,Frigid Tide
sktok_frosts_friend,sktok,frosts,friend,寒潮,氷結衝撃波,Frigid Tide
sktok_ftshad_1,sktok,ftshad,1,复制,-,-
sktok_fttreant_1,sktok,fttreant,1,生长,-,-
sktok_fttree_1,sktok,fttree,1,生长,-,-
sktok_garage_1,sktok,garage,1,自走车出击！,セルカー発進！,"Self-Driving Cart, Forward!"
sktok_garage_2,sktok,garage,2,自走车出击！,セルカー発進！,"Self-Driving Cart, Forward!"
sktok_gasbot,sktok,gasbot,-,速效制冷,即時冷却,Quick Cooling
sktok_gasbota,sktok,gasbota,-,速效制冷,即時冷却,Quick Cooling
sktok_gasbotb,sktok,gasbotb,-,速效制冷,即時冷却,Quick Cooling
sktok_gasctrl,sktok,gasctrl,-,毒雾控制,毒霧制御,Poison Mist Control
sktok_gate,sktok,gate,-,关闭闸门,シャッター,Gate Closing
sktok_giacan_1,sktok,giacan,1,应急摧毁协议,-,-
sktok_giatow,sktok,giatow,-,法术传输协议,-,-
sktok_godch,sktok,godch,-,罗德岛式协作,ロドス式提携,Rhodes Island Collaboration
sktok_godcha,sktok,godcha,-,罗德岛式协作,ロドス式提携,Rhodes Island Collaboration
sktok_godchb,sktok,godchb,-,罗德岛式协作,ロドス式提携,Rhodes Island Collaboration
sktok_gractrl,sktok,gractrl,-,重力生成,重力生成,Gravity Generation
sktok_gtreasure,sktok,gtreasure,-,可被击破,撃破可能,Destructible
sktok_gunctrl,sktok,gunctrl,-,开火,発射,Open Fire
sktok_hiddenstone,sktok,hiddenstone,-,可被击破,撃破可能,Destructible
sktok_hlnpcb_1,sktok,hlnpcb,1,苏醒,-,-
sktok_inverter,sktok,inverter,-,撼动现实,事象震動,Warping Reality
sktok_ironmn_pile1,sktok,ironmn,pile1,极致火力,ハイパーブースト,Extreme Firepower
sktok_ironmn_pile2,sktok,ironmn,pile2,高效补给,供給効率化システム,Efficient Resupply
sktok_ironmn_pile3,sktok,ironmn,pile3,铁钳号·原型机,鉄鉗号･プロトタイプ,Prototype of Feist's Metal Crab
sktok_klmantc_1,sktok,klmantc,1,触发对话,会話発生,Trigger Dialogue
sktok_klmantc_2,sktok,klmantc,2,触发对话,会話発生,Trigger Dialogue
sktok_klmantc_3,sktok,klmantc,3,触发对话,会話発生,Trigger Dialogue
sktok_larva,sktok,larva,-,汲营枯枝,渇欲の枯枝,Twigs That Crave
sktok_lasher_mcbird_1,sktok,lasher,mcbird_1,上紧发条,ゼンマイ巻き,Winding Up
sktok_lasher_mcbird_2,sktok,lasher,mcbird_2,权知轻重,天秤の持ち手,Weighing the Scales
sktok_ling_soul1,sktok,ling,soul1,重进酒,重ねて酒を進み,Sips of Wine
sktok_ling_soul2,sktok,ling,soul2,笑鸣瑟,笑いて瑟を鼓せ,Amidst Pleasant Melodies
sktok_ling_soul3,sktok,ling,soul3,宁作吾,寧ろ吾をなさん,To Remain Oneself
sktok_lrcage,sktok,lrcage,-,召唤信标,ビーコン召喚,Summon Beacon
sktok_lrcore,sktok,lrcore,-,灵魂激荡,ソウルエコー,Soul Echo
sktok_lrctrl,sktok,lrctrl,-,源石污染区,源石汚染エリア,Originium Pollution
sktok_lrlgun,sktok,lrlgun,-,灵魂激荡,ソウルエコー,Soul Echo
sktok_lrsiege,sktok,lrsiege,-,振奋荣光,奮い立つ栄光,Light of Glory
sktok_lrsteam,sktok,lrsteam,-,誓死,決死の誓い,To the Bitter End
sktok_ltnova,sktok,ltnova,-,神经再生,神経再生,Neuronal Revival
sktok_ltstat,sktok,ltstat,-,祈祷,祈り,Prayer
sktok_machst,sktok,machst,-,强化加固,補強工事,Strengthen and Reinforce
sktok_magiccircle,sktok,magiccircle,-,调谐,チューニング,Tuning
sktok_mercha,sktok,mercha,-,战地鼓舞,戦地の激励,Battlefield Inspiration
sktok_merchaa,sktok,merchaa,-,战地鼓舞,戦地の激励,Battlefield Inspiration
sktok_merchab,sktok,merchab,-,战地鼓舞,戦地の激励,Battlefield Inspiration
sktok_mgllan_drone1,sktok,mgllan,drone1,回收,回収,Recycle
sktok_mgllan_drone2,sktok,mgllan,drone2,回收,回収,Recycle
sktok_mgllan_drone3,sktok,mgllan,drone3,回收,回収,Recycle
sktok_mhflsb,sktok,mhflsb,-,眩光手雷,閃光爆弾,Flash Grenade
sktok_mhlbmb,sktok,mhlbmb,-,高能源石爆桶,源石タル爆弾,High-Energy Originium Barrel Bomb
sktok_mhshok,sktok,mhshok,-,高压脉冲诡雷,高電圧シビレ罠,High-Voltage Shock Trap
sktok_mhwrbg,sktok,mhwrbg,-,滞空牵引无人机,滞空牽引ドローン,Wiredrone
sktok_mhwrct,sktok,mhwrct,-,滞空牵引无人机,滞空牽引ドローン,Wiredrone
sktok_mine,sktok,mine,-,触爆,接触式起爆,Detonate
sktok_mire,sktok,mire,-,沼泽控制,沼地制御,Mire Control
sktok_mitm_trshrb_1,sktok,mitm,trshrb_1,废品战车,ガラクタの戦車,Scrapheap Buggies
sktok_mitm_trshrb_2,sktok,mitm,trshrb_2,废品战车,ガラクタの戦車,Scrapheap Buggies
sktok_mlyss_wtrman_1,sktok,mlyss,wtrman_1,流形,うつろう水影,Flowing Shape
sktok_mlyss_wtrman_2,sktok,mlyss,wtrman_2,流形,うつろう水影,Flowing Shape
sktok_mlyss_wtrman_3,sktok,mlyss,wtrman_3,流形,うつろう水影,Flowing Shape
sktok_monstr_prosts1,sktok,monstr,prosts1,策略：超压链接,-,-
sktok_monstr_prosts2,sktok,monstr,prosts2,策略：超负荷,-,-
sktok_monstr_prosts3,sktok,monstr,prosts3,策略：熔毁,-,-
sktok_motter_1,sktok,motter,1,迷惑装置,攪乱装置,Bionic Device
sktok_motter_2,sktok,motter,2,爆破回收,ミーボ起爆,Detonate and Recycle
sktok_mound,sktok,mound,-,风沙掩体,防風壁,Sandstorm Protection
sktok_mptxs_1,sktok,mptxs,1,挥砍,-,-
sktok_mpweak_1,sktok,mpweak,1,弱化,-,-
sktok_muctrl,sktok,muctrl,-,促融共竞控制,協心競技制御装置,Icebreaker Games Control
sktok_mufrbk,sktok,mufrbk,-,临时休息舱,-,-
sktok_mufrbs,sktok,mufrbs,-,便携健身架,-,-
sktok_mufrfm,sktok,mufrfm,-,建筑工具间,-,-
sktok_mufrprn_1,sktok,mufrprn,1,救命啊！,-,-
sktok_mufrst,sktok,mufrst,-,混凝土路障,-,-
sktok_mufrwl,sktok,mufrwl,-,液压式高台,-,-
sktok_muftbl,sktok,muftbl,-,重新发球！,キックオフ！,Kickoff!
sktok_muruinb,sktok,muruinb,-,后勤维护,支援所展開,Logistical Maintenance
sktok_muruinf,sktok,muruinf,-,维护员,整備士,Maintainer
sktok_muruino,sktok,muruino,-,器械维护,防壁展開,Equipment Maintenance
sktok_muruinw,sktok,muruinw,-,模块维护,高台展開,Module Maintenance
sktok_muulas_1,sktok,muulas,1,看！烟花！,-,-
sktok_muulcl_1,sktok,muulcl,1,都给我喝！,-,-
sktok_muulco_1,sktok,muulco,1,加油哦！,-,-
sktok_muulrg_1,sktok,muulrg,1,咪嗷嗷嗷嗷！,-,-
sktok_muulwr_1,sktok,muulwr,1,请穿上护具！,-,-
sktok_nearl2_3,sktok,nearl2,3,“耀阳”,「ブレイジング・サン」,'Blazing Sun'
sktok_necras_skeltn_1,sktok,necras,skeltn_1,怨火缠身,-,-
sktok_necras_skeltn_2,sktok,necras,skeltn_2,怨火缠身,-,-
sktok_necras_skeltn_3,sktok,necras,skeltn_3,怨火缠身,-,-
sktok_neonlamp,sktok,neonlamp,-,文明的光芒,「文明の灯火」,The Light of Civilization
sktok_normbox,sktok,normbox,-,诱人珍宝,財宝のいざない,Alluring Treasures
sktok_npccom,sktok,npccom,-,触发对话,会話発生,Trigger Dialogue
sktok_npcsld,sktok,npcsld,-,列阵！,構え！,Form Up!
sktok_oldisin_1,sktok,oldisin,1,触发对话,会話発生,Trigger Dialogue
sktok_ore,sktok,ore,-,脉冲波,源石衝撃波,Pulse Wave
sktok_ore_friend,sktok,ore,friend,脉冲波,源石衝撃波,Pulse Wave
sktok_outset,sktok,outset,-,炸弹载荷点,爆弾積込み地点,Bomb Loading Point
sktok_oxygen,sktok,oxygen,-,防水蚀镀膜装置,耐水蝕コーティング装置,Erosion-Resistant Coating Application Device
sktok_paras,sktok,paras,-,繁衍,繁殖,Propagate
sktok_peacokfool,sktok,peacokfool,-,断罪模式！,断罪モード！,Conviction Mode!
sktok_phatom_1,sktok,phatom,1,暗夜魅影,闇夜の影法師,Phantom of the Night
sktok_phatom_2,sktok,phatom,2,血色乐章,血染めの楽章,Bloody Opus
sktok_phatom_3,sktok,phatom,3,夜幕突袭,襲来の悪夢,Night Raid
sktok_poachr,sktok,poachr,-,盗猎食材,食材どろぼう,Hunt for Food
sktok_poison_1,sktok,poison,1,关闭阀门,放出停止,Close Valve
sktok_poison_2,sktok,poison,2,开启阀门,ガス放出,Open Valve
sktok_portlent,sktok,portlent,-,湮灭,湮滅,Annihilation
sktok_portlexi,sktok,portlexi,-,创生,創生,Creation
sktok_prison,sktok,prison,-,启动禁锢！,禁固機能起動！,Lock 'em Up!
sktok_pushtw,sktok,pushtw,-,气体爆喷,ガス噴射,Air Burst
sktok_rarebox,sktok,rarebox,-,更诱人珍宝,財宝の蠱惑,More Alluring Treasures
sktok_ray_2,sktok,ray,2,广域警觉,広域警戒,Area Overwatch
sktok_rdblock,sktok,rdblock,-,阻拦,障害物,Intercept
sktok_rdrepair,sktok,rdrepair,-,修复步道,歩道修復,Restore Path
sktok_recodr_1,sktok,recodr,1,实体程式,実体プログラム,Entitative Program
sktok_recodr_2,sktok,recodr,2,实体程式,実体プログラム,Entitative Program
sktok_recyclecard,sktok,recyclecard,-,蓄锐,温存,Withdraw
sktok_redtower,sktok,redtower,-,敌方人员运送,敵部隊運送,Transport Enemy
sktok_repairman,sktok,repairman,-,修理,修理,Repair
sktok_revivecard,sktok,revivecard,-,回召,召還,Recall
sktok_rfrost_1,sktok,rfrost,1,陷阱部署,トラップセット,Trap Deployment
sktok_rfrost_2,sktok,rfrost,2,击倒猎物,リーサルパシュート,Incapacitated Prey
sktok_rmtarmn_1,sktok,rmtarmn,1,研究成功,研究成功,Research Success
sktok_rmtarms_1,sktok,rmtarms,1,研究成功,研究成功,Research Success
sktok_rnfcar,sktok,rnfcar,-,加固,補強,Reinforce
sktok_roadblock,sktok,roadblock,-,道路阻塞,進路封鎖,Obstruction
sktok_robin_1,sktok,robin,1,束缚“夹子”,バインド「クリップ」,Binding 'Clip'
sktok_robin_2,sktok,robin,2,弹射“夹子”,バースト「クリップ」,Launching 'Clip'
sktok_robrta,sktok,robrta,-,全自动造型仪,メイクアップマシン,Full Auto Modeler
sktok_rockfl,sktok,rockfl,-,塌落,崩落,Collapse
sktok_rosmon,sktok,rosmon,-,战术装备召唤,戦術装備配置,Call Tactical Equipment
sktok_salecard,sktok,salecard,-,临调,撤去,Retreat
sktok_sandsdr_1,sktok,sandsdr,1,触发对话,会話発生,Trigger Dialogue
sktok_sandsdr_2,sktok,sandsdr,2,触发对话,会話発生,Trigger Dialogue
sktok_sbomb,sktok,sbomb,-,起爆,起爆,Detonate
sktok_sensor,sktok,sensor,-,反隐,アンチステルス,Detection
sktok_sglink,sktok,sglink,-,纯净结晶,純粋結晶,Pure Crystal
sktok_sgray,sktok,sgray,-,结晶消除桩,結晶除去杭,Decrystallizing Totem
sktok_shielder,sktok,shielder,-,护盾提供,シールド付与,Provide Shield
sktok_skadi2_1,sktok,skadi2,1,共鸣,共鳴,Resonance
sktok_skadi2_2,sktok,skadi2,2,共鸣,共鳴,Resonance
sktok_skadi2_3,sktok,skadi2,3,共鸣,共鳴,Resonance
sktok_skzbox,sktok,skzbox,-,诱人珍宝,財宝のいざない,Alluring Treasures
sktok_skzmbx,sktok,skzmbx,-,诱人珍宝？,財宝？の誘惑,Alluring Treasures?
sktok_skztxy_1,sktok,skztxy,1,意志震荡,意志の激震,Shock of Will
sktok_skzwyx,sktok,skzwyx,-,更诱人珍宝,財宝の蠱惑,More Alluring Treasures
sktok_sleep,sktok,sleep,-,救援绳索,救援ロープ,Rescue Rope
sktok_slent2_protrb,sktok,slent2,protrb,夜灯,夜の灯火,Night Banisher
sktok_slowfd,sktok,slowfd,-,高压喷射,高圧ガス,High-Pressure Spray
sktok_smbbox,sktok,smbbox,-,诱人珍宝？,財宝？の誘惑,Alluring Treasures?
sktok_smbox,sktok,smbox,-,诱人珍宝,財宝のいざない,Alluring Treasures
sktok_smkbmb,sktok,smkbmb,-,爆裂,爆裂,Rupture
sktok_smokebomb,sktok,smokebomb,-,释放迷香,惑いの香,Release Incense
sktok_smpow,sktok,smpow,-,启动,起動,Activate
sktok_smrbox,sktok,smrbox,-,刺人珍宝,財宝に刺あり,Spiky Treasures
sktok_smtree,sktok,smtree,-,阻止部署,配置妨害,Block Deployment
sktok_snflwr,sktok,snflwr,-,全自动划账,全自動送金,Full-Auto Debit
sktok_sniper,sktok,sniper,-,空域控制,空域支配,Airspace Control
sktok_snipera,sktok,snipera,-,空域控制,空域支配,Airspace Control
sktok_sniperb,sktok,sniperb,-,空域控制,空域支配,Airspace Control
sktok_spblls,sktok,spblls,-,巫术弩炮,巫術バリスタ,Witchcraft Ballista
sktok_stdurk_1,sktok,stdurk,1,“咔嚓！”,｢カシャッ！｣,'Snap!'
sktok_stmbot,sktok,stmbot,-,水汽汽水瓶,スチームサイダー,Steam Soda Bottle
sktok_stmpq,sktok,stmpq,-,景观喷泉,景観噴水,Decorative Geyser
sktok_stone,sktok,stone,-,阻挡路线,進路妨害,Obstruct
sktok_storm,sktok,storm,-,沙尘暴,砂嵐,Sandstorm
sktok_streasure,sktok,streasure,-,宝刺伤人,危険な棘,Dangerous Spike
sktok_supplycard,sktok,supplycard,-,新遣,派遣,Dispatch
sktok_supspt,sktok,supspt,-,天工夜行,-,-
sktok_supspta,sktok,supspta,-,天工夜行,-,-
sktok_supsptb,sktok,supsptb,-,天工夜行,-,-
sktok_swire2_gdtrap,sktok,swire2,gdtrap,“见面礼”,「おもてなし」,'Courtesy Gift'
sktok_tbattbc,sktok,tbattbc,-,钳兽壳粉,鉗獣殻パウダー,Gloompincer Shell Meal
sktok_tbpsnc,sktok,tbpsnc,-,高效泡打粉,ベーキングパウダー,High-Efficiency Baking Powder
sktok_tbsmmc,sktok,tbsmmc,-,芳香精油,エッセンシャルオイル,Fragrant Essential Oil
sktok_tfalco,sktok,tfalco,-,触发对话,会話発生,Trigger Dialogue
sktok_tidectrl_1,sktok,tidectrl,1,小幅涨潮,引き潮,Small Rising Tide
sktok_tidectrl_2,sktok,tidectrl,2,大幅涨潮,満ち潮,Large Rising Tide
sktok_tidectrl_3,sktok,tidectrl,3,深水,「深水区域」,Deep Water
sktok_tileblock,sktok,tileblock,-,不可部署,配置不可,Deployment Forbidden
sktok_toolgarage,sktok,toolgarage,-,自走车出击！,セルカー発進！,"Self-Driving Cart, Forward!"
sktok_toolgun,sktok,toolgun,-,开火,発射,Open Fire
sktok_toolinvert,sktok,toolinvert,-,撼动现实,事象震動,Warping Reality
sktok_toolore,sktok,toolore,-,脉冲波,源石衝撃波,Pulse Wave
sktok_tooltower,sktok,tooltower,-,法术传输协议,アーツ転送プロトコル,Arts Transfer Protocol
sktok_tooltree,sktok,tooltree,-,天然隐蔽,きのこガード,Natural Camouflage
sktok_tower,sktok,tower,-,法术传输协议,アーツ転送プロトコル,Arts Transfer Protocol
sktok_trademan_1,sktok,trademan,1,触发对话,会話発生,Trigger Dialogue
sktok_trademan_summon,sktok,trademan,summon,触发对话,会話発生,Trigger Dialogue
sktok_trbox_1,sktok,trbox,1,开箱！,中身はなにかな？,Open It Up!
sktok_tree,sktok,tree,-,天然隐蔽,きのこガード,Natural Camouflage
sktok_trpot_1,sktok,trpot,1,开饭！,飯の時間だ！,Food's Ready!
sktok_trrbox_1,sktok,trrbox,1,开箱！,中身はなにかな？,Open It Up!
sktok_trsrhuntr,sktok,trsrhuntr,-,触发对话,会話発生,Trigger Dialogue
sktok_trsrhuntr_1,sktok,trsrhuntr,1,触发对话,会話発生,Trigger Dialogue
sktok_truamr,sktok,truamr,-,“甜蜜狂搅”,「スイート・スーパーブレンド」,'Supersweetie Superblend'
sktok_turngear,sktok,turngear,-,自走车定向！,方向転換！,"Self-Driving Cart, This Way!"
sktok_umbrella,sktok,umbrella,-,协助隐藏,迷彩バリア,Help Hide
sktok_vegetation,sktok,vegetation,-,可供开采,採掘可能,Harvestable
sktok_vgctrl,sktok,vgctrl,-,复仇黑手,報復の爪痕,Vengeful Mafioso
sktok_vigil_wolf_1,sktok,vigil,wolf_1,狼群,群狼,Wolfpack
sktok_vigil_wolf_2,sktok,vigil,wolf_2,狼群,群狼,Wolfpack
sktok_vigil_wolf_3,sktok,vigil,wolf_3,狼群,群狼,Wolfpack
sktok_vodfox_token,sktok,vodfox,token,诅咒娃娃,呪いの人形,Cursed Doll
sktok_vtarsn,sktok,vtarsn,-,军工厂生产！,生産開始！,Arms Factory Is A-Go!
sktok_vultres,sktok,vultres,-,诱人珍宝,財宝のいざない,Alluring Treasures
sktok_wdescp,sktok,wdescp,-,建立通讯,通信確立,Establish Communication
sktok_wdfarm,sktok,wdfarm,-,补给,補給,Resupply
sktok_weedy_token,sktok,weedy,token,液氮大炮,LN2キャノン,Liquid Nitrogen Cannon
sktok_wfactory,sktok,wfactory,-,抽水,水汲み,Pump Water
sktok_windft_wrench_1,sktok,windft,wrench_1,可靠电池,高信頼性バッテリー,Reliable Battery
sktok_windft_wrench_2,sktok,windft,wrench_2,可靠电池,高信頼性バッテリー,Reliable Battery
sktok_winfire,sktok,winfire,-,点燃,着火,Ignite
sktok_winstone,sktok,winstone,-,紧急点燃,緊急着火,Emergency Ignition
sktok_wisdel_wward,sktok,wisdel,wward,魂灵之影,レヴァナントの影,Revenant's Shadow
sktok_wpnsts_1,sktok,wpnsts,1,拉特兰式冰淇淋,ジェラート供給,Laterano-Style Gelato
sktok_wpnsts_2,sktok,wpnsts,2,拉特兰式冰淇淋,ジェラート供給,Laterano-Style Gelato
sktok_wulfen_1,sktok,wulfen,1,“驱兽专用”,-,-
sktok_wulfen_2,sktok,wulfen,2,“顽石专用”,-,-
sktok_xbaarm,sktok,xbaarm,-,支持,支援,Support
sktok_xbaaro,sktok,xbaaro,-,岩锤,ロックハンマー,Rock Hammer
sktok_xbaask,sktok,xbaask,-,炫耀,自慢,Dazzle
sktok_xbaasm,sktok,xbaasm,-,引燃,点火,Ignite
sktok_xbabal,sktok,xbabal,-,发射缚网,捕縛網発射,Fire Net
sktok_xbabat,sktok,xbabat,-,补给,補給,Resupply
sktok_xbabla,sktok,xbabla,-,发射,発射,Fire
sktok_xbabut,sktok,xbabut,-,通感,共感覚,Synesthesia
sktok_xbadiv,sktok,xbadiv,-,激励,激励,Impel
sktok_xbaess,sktok,xbaess,-,熏诱,引き寄せ,Entice
sktok_xbaflu,sktok,xbaflu,-,弹射,発射,Launch
sktok_xbaice,sktok,xbaice,-,喷射,噴射,Burst
sktok_xbalis,sktok,xbalis,-,发射,発射,Fire
sktok_xbarok,sktok,xbarok,-,岩锤,ロックハンマー,Rock Hammer
sktok_xbasky,sktok,xbasky,-,炫耀,自慢,Dazzle
sktok_xbasmi,sktok,xbasmi,-,引燃,点火,Ignite
sktok_xbawea,sktok,xbawea,-,庇护,加護,Sanctuary
sktok_xbbarir,sktok,xbbarir,-,阻挡,障害物,Block
sktok_xbbase,sktok,xbbase,-,能源设备,動力設備,Energy Facility
sktok_xbbee,sktok,xbbee,-,扫描,スキャン,Scan
sktok_xbblure_1,sktok,xbblure,1,引诱,おびき寄せ,Lure
sktok_xbblure_2,sktok,xbblure,2,引诱,おびき寄せ,Lure
sktok_xbblure_3,sktok,xbblure,3,引诱,おびき寄せ,Lure
sktok_xbcage,sktok,xbcage,-,捕获,捕獲,Capture
sktok_xbcanoe,sktok,xbcanoe,-,放置平台,ボード設置,Deployment Platform
sktok_xbcbag,sktok,xbcbag,-,释放猎获,獲物解放,Release the Prey
sktok_xbcp,sktok,xbcp,-,检查点,チェックポイント,Checkpoint
sktok_xbdiam,sktok,xbdiam,-,可采集,採取可能,Gatherable
sktok_xbdrill,sktok,xbdrill,-,采集,採取,Gather
sktok_xbember,sktok,xbember,-,激励,激励,Impel
sktok_xbescp,sktok,xbescp,-,建立通讯,通信確立,Establish Communication
sktok_xbexbi,sktok,xbexbi,-,纪念,記念,Recollect
sktok_xbf1g,sktok,xbf1g,-,采集,採取,Gather
sktok_xbf2g,sktok,xbf2g,-,采集,採取,Gather
sktok_xbf3g,sktok,xbf3g,-,采集,採取,Gather
sktok_xbfarm,sktok,xbfarm,-,稻谷种植,田植え,Plant Rice
sktok_xbfarmm,sktok,xbfarmm,-,种植,栽培,Plant
sktok_xbfato,sktok,xbfato,-,采集,採取,Gather
sktok_xbfato2,sktok,xbfato2,-,采集,採取,Gather
sktok_xbfato3,sktok,xbfato3,-,采集,採取,Gather
sktok_xbfdtion,sktok,xbfdtion,-,中枢核心,中枢の核心,Central Core
sktok_xbfence,sktok,xbfence,-,畜养,畜養,Raise
sktok_xbflare,sktok,xbflare,-,临时照明,臨時照明,Temporary Illumination
sktok_xbfort,sktok,xbfort,-,部署,配置,Deploy
sktok_xbfortress,sktok,xbfortress,-,搭建高台,高台設置,Build Tower
sktok_xbgldn,sktok,xbgldn,-,冶铸,鍛造,Smelt
sktok_xbhydr,sktok,xbhydr,-,锁钥,閉鎖,Key
sktok_xbiron,sktok,xbiron,-,可供开采,採掘可能,Harvestable
sktok_xbistorm,sktok,xbistorm,-,冰爆！,氷爆！,Ice Blast!
sktok_xblfen,sktok,xblfen,-,畜养,畜養,Raise
sktok_xblight,sktok,xblight,-,瞭望,眺望,Scout
sktok_xblrsh,sktok,xblrsh,-,人员状态改善,戦闘計画改善,Improve Personnel Status
sktok_xbmcv,sktok,xbmcv,-,引擎核心,エンジンの核心,Engine Core
sktok_xbmgbird,sktok,xbmgbird,-,“赠礼”,「贈り物」,'Gift'
sktok_xbmire,sktok,xbmire,-,侵蚀,侵蝕,Corrosion
